rank;rank_w;name1;name2;name3;name4;name5;score;from_url;name6;name7
40;[56];Catia Batista School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/f/pba327.html;Catia  Batista;School of Business and Economics, Universidade Nova de Lisboa;;41.28;http://ideas.repec.org/top/top.portugal.html;;;
41;[64];Claudia Custodio School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pcu172.html;Claudia  Custodio;School of Business and Economics, Universidade Nova de Lisboa;;41.58;http://ideas.repec.org/top/top.portugal.html;;;
42;[53];Pedro Telhado Pereira Centro de Estudos de Economia Aplicada do Atlântico (CEEAplA), Departamento de Economia e Gestão, Universidade dos Açores, Ponta DelgadaDepartamento de Gestão e Economia, Universidade da Madeira, Funchal;/f/ppe218.html;Pedro Telhado Pereira;Centro de Estudos de Economia Aplicada do Atlântico (CEEAplA), Departamento de Economia e Gestão, Universidade dos Açores;Departamento de Gestão e Economia, Universidade da Madeira;41.84;http://ideas.repec.org/top/top.portugal.html;;;
43;[24];José António Cabral Vieira Centro de Estudos de Economia Aplicada do Atlântico (CEEAplA), Departamento de Economia e Gestão, Universidade dos Açores, Ponta Delgada;/e/pvi97.html;José António Cabral Vieira;Centro de Estudos de Economia Aplicada do Atlântico (CEEAplA), Departamento de Economia e Gestão, Universidade dos Açores;;42.2;http://ideas.repec.org/top/top.portugal.html;;;
44;[49];António Antunes Banco de Portugal, LisboaSchool of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pan186.html;António  Antunes;Banco de Portugal;School of Business and Economics, Universidade Nova de Lisboa;42.76;http://ideas.repec.org/top/top.portugal.html;;;
45;[51];Ana Paula Martins Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa, Lisboa;/f/pma1044.html;Ana Paula  Martins;Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa;;42.92;http://ideas.repec.org/top/top.portugal.html;;;
46;[59];Bernardino Adao Banco de Portugal, Lisboa;/e/pad9.html;Bernardino  Adao;Banco de Portugal;;43.1;http://ideas.repec.org/top/top.portugal.html;;;
47;[27];Alberto Holly School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/f/pho515.html;Alberto  Holly;School of Business and Economics, Universidade Nova de Lisboa;;43.98;http://ideas.repec.org/top/top.portugal.html;;;
48;[61];Nikolay Iskrev Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaBanco de Portugal, Lisboa;/e/pis64.html;Nikolay  Iskrev;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;44.32;http://ideas.repec.org/top/top.portugal.html;Banco de Portugal;;
49;[67];Nuno Crato Centro de Matemática Aplicada à Previsão e Decisão Económica (CEMAPRE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/e/pcr42.html;Nuno  Crato;Centro de Matemática Aplicada à Previsão e Decisão Económica (CEMAPRE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;47.34;http://ideas.repec.org/top/top.portugal.html;;;
50;[62];Duarte Brito Secção de Economia e Gestão, Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, LisboaCentro de Estudos e Formação Avançada em Gestão e Economia (CEFAGE-UE), Universidade de Évora, Évora;/e/pbr131.html;Duarte  Brito;Secção de Economia e Gestão, Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa;Centro de Estudos e Formação Avançada em Gestão e Economia (CEFAGE-UE), Universidade de Évora;48.88;http://ideas.repec.org/top/top.portugal.html;;;
51;[50];Nuno Carlos Leitão Escola Superior de Gestão, Instituto Politécnico de Santarém, SantarémCentro de Estudos e Formação Avançada em Gestão e Economia (CEFAGE-UE), Universidade de Évora, Évora;/f/ple420.html;Nuno Carlos Leitão;Escola Superior de Gestão, Instituto Politécnico de Santarém;Centro de Estudos e Formação Avançada em Gestão e Economia (CEFAGE-UE), Universidade de Évora;49.93;http://ideas.repec.org/top/top.portugal.html;;;
52;[63];Pedro Pereira Autoridade de Concorrência, Government of Portugal, LisboaCentro de Estudos e Formação Avançada em Gestão e Economia (CEFAGE-UE), Universidade de Évora, Évora;/f/ppe280.html;Pedro  Pereira;Autoridade de Concorrência, Government of Portugal;Centro de Estudos e Formação Avançada em Gestão e Economia (CEFAGE-UE), Universidade de Évora;50;http://ideas.repec.org/top/top.portugal.html;;;
53;[66];Joao Correia-da-Silva Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto, Porto;/e/pco154.html;Joao  Correia-da-Silva;Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto;;51.32;http://ideas.repec.org/top/top.portugal.html;;;
54;[65];Jose Varejao Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto, Porto;/f/pva346.html;Jose  Varejao;Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto;;51.43;http://ideas.repec.org/top/top.portugal.html;;;
55;[70];Miguel Gouveia Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa, Lisboa;/e/pgo181.html;Miguel  Gouveia;Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa;;51.61;http://ideas.repec.org/top/top.portugal.html;;;
56;[28];Steffen H. Hoernig School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pho35.html;Steffen H. Hoernig;School of Business and Economics, Universidade Nova de Lisboa;;52.53;http://ideas.repec.org/top/top.portugal.html;;;
57;[78];Carlos Santos Unidade de Investigação em Ciências Empresariais e Sustentabilidade (UNICES), Instituto Universitário da Maia, Maia;/f/psa248.html;Carlos  Santos;Unidade de Investigação em Ciências Empresariais e Sustentabilidade (UNICES), Instituto Universitário da Maia;;53.84;http://ideas.repec.org/top/top.portugal.html;;;
58;[74];Anabela Carneiro Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto, Porto;/f/pca310.html;Anabela  Carneiro;Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto;;55.99;http://ideas.repec.org/top/top.portugal.html;;;
59;[68];Rc Cunha Marques Centro de Sistemas Urbanos e Regionais (CESUR), Universidade de Lisboa, Lisboa;/f/pma914.html;Rc Cunha Marques;Centro de Sistemas Urbanos e Regionais (CESUR), Universidade de Lisboa;;58.05;http://ideas.repec.org/top/top.portugal.html;;;
60;[75];Nuno Crespo Departamento de Economia, Business School, ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL), LisboaUnidade de Investigação em Desenvolvimento Empresarial (UNIDE), Business School, ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa;/e/pcr163.html;Nuno  Crespo;Departamento de Economia, Business School, ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL);Unidade de Investigação em Desenvolvimento Empresarial (UNIDE), Business School, ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL);58.38;http://ideas.repec.org/top/top.portugal.html;;;
61;[60];Argentino Pessoa Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto, Porto;/e/ppe160.html;Argentino  Pessoa;Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto;;60.71;http://ideas.repec.org/top/top.portugal.html;;;
62;[81];Joana Vaz Pais Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/f/ppa263.html;Joana Vaz Pais;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;61.32;http://ideas.repec.org/top/top.portugal.html;;;
63;[76];Sandra Gomes Banco de Portugal, Lisboa;/f/pgo411.html;Sandra  Gomes;Banco de Portugal;;61.5;http://ideas.repec.org/top/top.portugal.html;;;
64;[84];Patricia C. Melo Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/f/pme608.html;Patricia C. Melo;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;62.45;http://ideas.repec.org/top/top.portugal.html;;;
65;[83];Maria Paula Fontoura Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/e/pfo142.html;Maria Paula  Fontoura;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;63.22;http://ideas.repec.org/top/top.portugal.html;;;
66;[77];Diana Bonfim Banco de Portugal, Lisboa;/f/pbo418.html;Diana  Bonfim;Banco de Portugal;;64.99;http://ideas.repec.org/top/top.portugal.html;;;
67;[85];Francisco Louçã Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/e/plo95.html;Francisco  Louçã;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;65.16;http://ideas.repec.org/top/top.portugal.html;;;
68;[69];Ana Balcão Reis School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pre120.html;Ana Balcão Reis;School of Business and Economics, Universidade Nova de Lisboa;;65.77;http://ideas.repec.org/top/top.portugal.html;;;
69;[82];João Sousa Banco de Portugal, Lisboa;/e/pso182.html;João  Sousa;Banco de Portugal;;66.57;http://ideas.repec.org/top/top.portugal.html;;;
70;[87];Rosa Branca Esteves Departamento de Economia, Escola de Economia e Gestão, Universidade do Minho, BragaNúcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho, Braga;/e/pes54.html;Rosa Branca Esteves;Departamento de Economia, Escola de Economia e Gestão, Universidade do Minho;Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho;67.32;http://ideas.repec.org/top/top.portugal.html;;;
71;[94];Manuel Leite-Monteiro Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa, Lisboa;/f/ple218.html;Manuel  Leite-Monteiro;Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa;;67.33;http://ideas.repec.org/top/top.portugal.html;;;
72;[46];Álvaro M. Pina Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/e/ppi101.html;Álvaro M. Pina;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;69.47;http://ideas.repec.org/top/top.portugal.html;;;
73;[103];Andre C. Silva School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/f/psi224.html;Andre C. Silva;School of Business and Economics, Universidade Nova de Lisboa;;69.5;http://ideas.repec.org/top/top.portugal.html;;;
74;[57];Miguel Portela Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho, BragaEscola de Economia e Gestão, Universidade do Minho, Braga;/e/ppo44.html;Miguel  Portela;Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho;Escola de Economia e Gestão, Universidade do Minho;69.56;http://ideas.repec.org/top/top.portugal.html;;;
75;[88];Manuel M. F. Martins Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto, Porto;/f/pma1202.html;Manuel M. F. Martins;Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto;;71.16;http://ideas.repec.org/top/top.portugal.html;;;
76;[96];José Alberto Fuinhas Núcleo de Estudos em Ciências Empresariais (NECE), Departamento de Gestão e Economia, Universidade da Beira Interior, CovilhãUniversidade da Beira Interior;/e/pfu9.html;José Alberto Fuinhas;Núcleo de Estudos em Ciências Empresariais (NECE), Departamento de Gestão e Economia, Universidade da Beira Interior;;71.66;http://ideas.repec.org/top/top.portugal.html;;;
77;[90];Cesaltina Pacheco Pires Centro de Estudos e Formação Avançada em Gestão e Economia (CEFAGE-UE), Universidade de Évora, Évora;/e/ppi159.html;Cesaltina Pacheco Pires;Centro de Estudos e Formação Avançada em Gestão e Economia (CEFAGE-UE), Universidade de Évora;;71.82;http://ideas.repec.org/top/top.portugal.html;;;
